Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
33.80274478493505,91.8861944358356,5.538866695690848,34.96969300021773,1041.2133880305405,no rain
20.207572708493625,65.08654182502094,17.49689989434836,42.045967095058536,1024.3365870201924,no rain
12.704138111908442,60.679686294796085,2.8085036914738737,48.5819898266525,1037.821358533334,no rain
24.6161149446966,99.46671105229272,12.24667651478546,86.40674683261426,1032.1225122559165,rain
31.40690449056955,49.221628987420026,3.9540084620535754,61.743957127285434,995.6307097034428,no rain
10.051615889360544,30.573939841025187,9.517521253300556,54.45057688422141,997.630125084656,no rain
30.81549613869845,65.04844693143934,7.681961102168988,57.03767176214433,980.3486633971628,no rain
27.762633215754963,34.84197506737145,2.273694820051919,83.9895642974697,1033.466769124988,no rain
33.886648332644526,95.91776333843976,11.955341574123096,63.39111208117176,985.3327942924228,no rain
13.47681752871532,30.121647874927067,7.675534558673906,16.93204844998507,1026.2662940122343,no rain
21.006593820737297,88.73204581712096,3.6334652300801777,2.7789487979944516,1005.5461629738172,no rain
32.45219387817459,65.21107687478371,15.959920303430932,55.95493036359868,1000.8055934854932,no rain
33.60081166070248,45.25721453485623,10.581338306350974,23.355557808658933,981.5449339941206,no rain
17.9135639973119,67.9754090003565,1.955985334357484,62.09882239396364,1008.8865193819954,no rain
22.780078670990935,46.16325044277311,4.9995738515708705,54.831933787018315,983.2142894180524,no rain
28.700569983581747,44.57569476844684,3.8596421589155905,84.77247108436787,1040.523730151356,no rain
22.211061668256896,87.23359034238443,19.398531838347875,4.932154355627438,991.2883304587752,no rain
10.96393115147496,78.8159578002075,15.486128958530418,73.10060859393762,998.5250103420136,rain
26.669167886141693,53.69061938451233,2.262001120276733,20.457909251008253,1016.8904210578228,no rain
28.431964492854195,42.23855942708764,7.27782487168154,36.9975733398444,982.8916309175698,no rain
31.069421567121054,72.1307583166896,0.9965509758578528,79.7916640873616,1021.901315272365,no rain
20.125890332423747,47.05985582745626,10.24446891156505,90.95154269922683,1013.8163065912796,no rain
28.00664631261895,32.03796584829001,14.330535811586545,41.23645726203687,983.3734911592172,no rain
23.30800820646402,42.80663576677326,3.796076307767658,75.9776958731249,1038.9008675190153,no rain
30.849541096915793,46.23398303899186,5.629519876060809,39.435192492219784,992.7777153023768,no rain
21.417590646512103,30.854736376439533,17.207700877501594,52.44097492996973,981.6398949950018,no rain
24.77460413309212,57.79783936972467,3.560351709124243,3.735996350614057,1009.5340825911788,no rain
30.54759771019673,42.12854675731262,0.478211277032583,91.66911122190888,1020.0177940752,no rain
22.80872864138995,65.2428026565523,14.473781322058404,87.97745721007132,1046.0049296424963,no rain
14.49488227083854,88.41489023814623,3.126262990857671,4.7430530757854195,1006.515644501368,no rain
25.959752644423716,70.37255481883152,10.53545004147228,47.431493159099915,1014.2392843125187,no rain
31.220825640110252,47.72830210617511,3.0083466293657746,38.820498523694624,1023.2365646270302,no rain
26.89222869110667,40.30733708703928,16.91245117869357,50.07817163687025,1049.6391756295784,no rain
12.618402667032331,34.06394244743856,3.4050392595250623,1.7902218193430963,1043.2894100752485,no rain
18.080380029868255,65.21068825540567,12.26668238772998,88.2229982128411,1037.742943589747,no rain
19.912643521174616,61.88054726250833,13.359969520448349,15.624738243717706,990.4589463569456,no rain
31.94045943462441,38.49098405560143,15.320082519119056,45.54984278002555,1038.486147024185,no rain
26.71956357480652,49.37794532334678,11.858702751542294,85.88574471958086,987.2097413500009,no rain
18.173556244354764,70.42784975052874,1.418877354248631,28.128818267820257,1025.3539128803886,no rain
32.438569116235136,52.45323933404712,10.7659984993578,55.4411585465911,1003.8334964114528,no rain
20.754521440976355,92.09953421754398,17.30550810311636,70.8899214095682,1049.8014348643717,rain
28.10181316022659,67.64256842694304,8.144178122159884,36.1529895816543,998.2874885446048,no rain
17.918266663836405,69.41166857006164,6.704172184213735,11.429768112828564,1003.3693996952284,no rain
25.44088742689693,99.53836545759228,4.169966409759411,92.79200892164285,1042.7034112873944,no rain
34.75862503902235,95.41922621710128,9.009675502148976,53.31711001256048,1047.9598468238485,no rain
33.42807551329449,38.37443181710928,14.439550143311122,84.51048612754091,992.8935867416578,no rain
16.195966174769243,39.42181163055782,8.392824395881584,73.8844575881808,1029.087596860139,no rain
20.34450549645665,38.377963770561486,7.482963170153583,89.34457881415959,1032.9928421515997,no rain
18.49127559631337,94.41812387945843,16.063719588808425,84.02849903572105,1005.9615543651096,rain
31.3401510574068,94.43409831860902,10.27378433052298,60.32158565616197,1037.3093063447077,no rain
27.67179523550305,45.12854136989422,3.7440661760881366,1.4322947414984857,1049.5564789725113,no rain
12.932889104579846,41.28527493047626,5.227224551965939,70.67345745006033,1022.6266203276087,no rain
29.832041818926204,83.07790905874933,12.03902844803994,93.94692397340764,1034.1185075839894,no rain
18.56527460853976,78.35328916836426,10.700625801723609,14.068940320214573,1010.7626942706802,no rain
18.633792017422568,96.77443266926092,9.616590087571122,43.76208941199938,1013.173328813981,no rain
26.98481933746418,39.540463456835056,3.871282187388676,45.953574161063784,997.1978959903248,no rain
11.343338683843385,66.371050860015,5.599564712057161,79.18391920933698,1047.1454429044989,no rain
21.520076057329764,81.25202569414029,9.414474218147657,25.791415347517088,998.9329263349968,no rain
26.94737424046303,84.0151352981814,7.942280680656291,6.090085137125756,998.9144977152253,no rain
34.79725822886573,33.25769404654286,2.0429338150289222,43.55620985088634,1038.9794045428207,no rain
14.062323366909371,34.814449337869064,12.438251795765328,83.37578807060014,992.5240563917682,no rain
12.281768021419452,75.98743595286714,9.107534438906823,74.08183637218843,1032.1512610156135,rain
34.127374330449236,31.372735092337212,3.3746390697094797,9.284703510753612,1033.0029303722677,no rain
16.28806845421532,73.69268959214189,19.20502475432377,66.21315692827099,1010.9754223053008,rain
20.01121336839808,37.388477898268626,10.720848816152513,86.61150078234246,998.363375260332,no rain
10.856676008805737,99.4974075458332,13.88572293484515,28.30756663452093,987.2311878320576,no rain
22.26049771090688,53.49550122841029,9.503068288588182,12.349014168125104,1047.6755126420892,no rain
20.596376213954493,73.20665626327036,4.403570531130021,93.60706086069423,992.0764492422109,rain
33.88920984951052,96.16573051062716,1.157437834977515,23.294141723552443,1004.4689577824422,no rain
13.23389402596749,37.334208297443205,11.279144070549137,40.40034344609759,1036.8698615384762,no rain
25.36161766192186,63.18018097953386,12.471548244741612,1.6877657329102291,1034.809327851362,no rain
30.23412428722996,73.30485277491135,15.792002796500883,36.12668295668073,1032.530079928286,no rain
