Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,rain
1.5469358683953147,1.4145202240221801,-0.7514271036821291,-0.490766577472887,1.3397560560791906,0.0
-0.3072308950203195,0.05389820578691676,1.3102034111821885,-0.24721811421988787,0.5086809269092006,0.0
-1.330580872661273,-0.1698384505302679,-1.222156662016377,-0.022263813307920224,1.1727201734607478,0.0
0.29402464213071944,1.7993840865405943,0.4050361023662106,1.2795740350078386,0.8920882336031501,1.0
1.2201810896189342,-0.7515655827814576,-1.0246653563211485,0.4307396835171262,-0.9049009885454901,0.0
-1.6923430126780425,-1.69831130408804,-0.06548523449639751,0.17971894487543166,-0.8064424954230444,0.0
1.1395223305035558,0.05196412284404537,-0.38194587284507203,0.26876057516886737,-1.657444589680919,0.0
0.7231600415116701,-1.4816225735323671,-1.314360644947904,1.1963803819714676,0.9582843361948874,0.0
1.5583789872187352,1.619203527070004,0.35480836058479936,0.4874308252651629,-1.4120078374766027,0.0
-1.2251996030926942,-1.7212742288945984,-0.3830538441940771,-1.1115792469702277,0.603706725144787,0.0
-0.19825703420712112,1.2543836684581104,-1.079928767735977,-1.5986951534925595,-0.41662796794148343,0.0
1.3627420538899848,0.06022086724861314,1.0452196991688465,0.2314952007384937,-0.650070869675793,0.0
1.519395379368808,-0.9528394452415884,0.11792266062869683,-0.890497387784349,-1.598535869937209,0.0
-0.6200974540710711,0.2005663862890965,-1.369135502960761,0.44295329893153684,-0.2521366563654139,0.0
0.04361829081798001,-0.9068398786231011,-0.8444041481019866,0.19284433916941832,-1.5163307308398106,0.0
0.8510798038590344,-0.9874402967341551,-1.040934624593965,1.2233261647752187,1.305794791105161,0.0
-0.033986641900459094,1.1783068796325362,1.6380551890339416,-1.524586957908153,-1.1187355528953555,0.0
-1.5679176190708033,0.7509425273917236,0.963535472498932,0.8216085186318693,-0.7623750871271965,1.0
0.5740286395907214,-0.5246743307988855,-1.3163767029306574,-0.9902275344412768,0.14200460387836727,0.0
0.8144462569956588,-1.1060969767750704,-0.4516211757225302,-0.42097177674051706,-1.532219610183825,0.0
1.1741537487099598,0.41153403782425496,-1.5345472489922216,1.0518986771422723,0.3887592793677778,0.0
-0.3183710811109415,-0.8613191009554123,0.0598445291937964,1.4359950602927525,-0.009375985120649273,0.0
0.7564395742383905,-1.6239825040218132,0.7643048753824229,-0.27507951036964423,-1.5084910574608632,0.0
